ID,Turno,Codigo_da_RA
1559,Noite,5
1560,Noite,4
1561,Noite,6
1562,Noite,6
1563,Noite,6
1564,Noite,4
1565,Noite,4
1566,Noite,4
1567,Noite,4
1568,Noite,5
1569,Noite,5
1570,Noite,5
1571,Noite,5
1572,Noite,5
1573,Noite,5
1574,Noite,4
1575,Noite,4
1576,Noite,4
1577,Noite,4
1578,Noite,4
1579,Noite,4
1580,Noite,4
1581,Noite,4
1582,Noite,4
1583,Noite,4
1584,Noite,4
1585,Manhã,6
1586,Noite,6
1587,Noite,6
1588,Noite,6
1589,Noite,6
1590,Noite,6
1591,Tarde,6
1592,Noite,4
1593,Tarde,6
1594,Tarde,6
1595,Tarde,6
1596,Noite,6
1597,Noite,6
1598,Noite,6
1599,Noite,4
1600,Noite,3
1601,Noite,3
1602,Noite,3
1603,Noite,3
1604,Noite,6
1605,Noite,6
1606,Noite,6
1607,Noite,5
1608,Noite,5
1609,Noite,5
1610,Noite,5
1611,Noite,5
1612,Noite,5
1613,Noite,5
1614,Noite,5
1615,Noite,5
1616,Noite,5
1617,Noite,5
1618,Noite,5
1619,Noite,5
1620,Noite,2
1621,Noite,2
1622,Noite,2
1623,Noite,5
1624,Noite,5
1625,Noite,5
1626,Noite,5
1627,Noite,4
1628,Noite,4
1629,Noite,4
1630,Noite,4
1631,Noite,4
1632,Noite,4
1633,Noite,16
1634,Noite,16
1635,Noite,5
1636,Noite,5
1637,Noite,5
1638,Noite,13
1639,Noite,5
1640,Noite,6
1641,Noite,6
1642,Manhã,13
1643,Manhã,13
1644,Tarde,13
1645,Manhã,13
1646,Manhã,13
1647,Manhã,13
1648,Noite,16
1649,Noite,5
1650,Noite,6
1651,Manhã,13
1652,Manhã,13
1653,Manhã,13
1654,Tarde,5
1655,Manhã,13
1656,Manhã,13
1657,Manhã,13
1658,Manhã,13
1659,Manhã,13
1660,Manhã,13
1661,Manhã,13
1662,Manhã,12
1663,Manhã,12
1664,Manhã,12
1665,Manhã,12
1666,Manhã,13
1667,Noite,5
1668,Noite,5
1669,Manhã,8
1670,Manhã,8
1671,Manhã,8
1672,Manhã,9
1673,Tarde,13
1674,Tarde,13
1675,Tarde,13
1676,Manhã,8
1677,Manhã,8
1678,Manhã,8
1679,Manhã,8
1680,Tarde,8
1681,Tarde,9
1682,Tarde,8
1683,Manhã,13
1684,Manhã,13
1685,Manhã,13
1686,Manhã,13
1687,Manhã,13
1688,Manhã,13
1689,Manhã,13
1690,Manhã,13
1691,Manhã,7
1692,Manhã,13
1693,Manhã,15
1694,Manhã,15
1695,Manhã,15
1696,Manhã,15
1697,Tarde,15
1698,Tarde,15
1699,Tarde,15
1700,Manhã,15
1701,Manhã,15
1702,Manhã,15
1703,Manhã,15
1704,Tarde,15
1705,Manhã,15
1706,Manhã,15
1707,Manhã,15
1708,Manhã,15
1709,Manhã,15
1710,Manhã,15
1711,Manhã,15
1712,Manhã,15
1713,Manhã,15
1714,Tarde,15
1715,Tarde,15
1716,Tarde,15
1717,Tarde,15
1718,Tarde,15
1719,Manhã,15
1720,Manhã,15
1721,Manhã,15
1722,Manhã,16
1723,Manhã,15
1724,Manhã,15
1725,Manhã,15
1726,Manhã,15
1727,Manhã,15
1728,Tarde,15
1729,Tarde,15
1730,Tarde,15
1731,Tarde,15
1732,Tarde,15
1733,Tarde,15
1734,Tarde,15
1735,Tarde,15
1736,Tarde,15
1737,Tarde,15
1738,Tarde,15
1739,Tarde,15
1740,Manhã,13
1741,Manhã,9
1742,Manhã,9
1743,Tarde,9
1744,Manhã,9
1745,Manhã,9
1746,Manhã,9
1747,Manhã,9
1748,Manhã,9
1749,Tarde,8
1750,Manhã,7
1751,Manhã,9
1752,Manhã,9
1753,Manhã,9
1754,Tarde,9
1755,Manhã,7
1756,Manhã,9
1757,Manhã,9
1758,Tarde,9
1759,Tarde,12
1760,Tarde,12
1761,Tarde,12
1762,Manhã,14
1763,Manhã,15
1764,Manhã,15
1765,Manhã,15
1766,Manhã,15
1767,Tarde,14
1768,Tarde,14
1769,Manhã,14
1770,Manhã,14
1771,Manhã,15
1772,Manhã,15
1773,Manhã,15
1774,Manhã,15
1775,Manhã,15
1776,Manhã,15
1777,Tarde,14
1778,Tarde,14
1779,Tarde,14
1780,Manhã,15
1781,Manhã,15
1782,Manhã,15
1783,Manhã,15
1784,Manhã,14
1785,Manhã,13
1786,Manhã,13
1787,Manhã,13
1788,Manhã,13
1789,Manhã,13
1790,Manhã,13
1791,Manhã,13
1792,Tarde,12
1793,Tarde,12
1794,Tarde,12
1795,Manhã,13
1796,Manhã,13
1797,Manhã,13
1798,Manhã,13
1799,Manhã,12
1800,Manhã,12
1801,Manhã,12
1802,Tarde,12
1803,Tarde,12
1804,Tarde,12
1805,Tarde,12
1806,Manhã,13
1807,Manhã,13
1808,Manhã,13
1809,Manhã,12
1810,Tarde,12
1811,Tarde,12
1812,Tarde,8
1813,Tarde,3
1814,Tarde,3
1815,Tarde,8
1816,Tarde,3
1817,Tarde,8
1818,Tarde,8
1819,Manhã,11
1820,Manhã,11
1821,Manhã,11
1822,Manhã,11
1823,Manhã,11
1824,Manhã,11
1825,Tarde,11
1826,Manhã,7
1827,Manhã,7
1828,Manhã,7
1829,Manhã,7
1830,Manhã,7
1831,Manhã,7
1832,Manhã,7
1833,Manhã,7
1834,Manhã,7
1835,Manhã,7
1836,Manhã,7
1837,Tarde,1
1838,Tarde,7
1839,Tarde,7
1840,Tarde,1
1841,Manhã,8
1842,Manhã,7
1843,Manhã,7
1844,Manhã,7
1845,Manhã,7
1846,Manhã,7
1847,Manhã,7
1848,Manhã,7
1849,Manhã,7
1850,Manhã,7
1851,Manhã,7
1852,Tarde,7
1853,Tarde,7
1854,Tarde,7
1855,Tarde,1
1856,Manhã,11
1857,Manhã,11
1858,Manhã,5
1859,Manhã,11
1860,Manhã,5
1861,Manhã,5
1862,Tarde,5
1863,Tarde,5
1864,Tarde,5
1865,Manhã,8
1866,Tarde,11
1867,Manhã,8
1868,Manhã,8
1869,Tarde,11
1870,Manhã,8
1871,Manhã,11
1872,Manhã,8
1873,Manhã,9
1874,Tarde,8
1875,Tarde,3
1876,Tarde,8
1877,Manhã,11
1878,Manhã,11
1879,Manhã,11
1880,Manhã,11
1881,Manhã,11
1882,Manhã,11
1883,Manhã,11
1884,Manhã,11
1885,Manhã,11
1886,Manhã,11
1887,Manhã,11
1888,Tarde,11
1889,Tarde,11
1890,Manhã,11
1891,Manhã,31
1892,Manhã,31
1893,Manhã,31
1894,Tarde,31
1895,Tarde,31
1896,Noite,4
1897,Noite,4
1898,Manhã,31
1899,Manhã,31
1900,Manhã,31
1901,Tarde,31
1902,Manhã,14
1903,Manhã,14
1904,Tarde,8
1905,Tarde,8
1906,Manhã,25
1907,Manhã,25
1908,Manhã,25
1909,Manhã,25
1910,Manhã,25
1911,Manhã,25
1912,Manhã,25
1913,Tarde,25
1914,Tarde,25
1915,Tarde,25
1916,Tarde,25
1917,Tarde,25
1918,Tarde,25
1919,Tarde,25
1920,Manhã,12
1921,Manhã,12
1922,Manhã,12
1923,Manhã,12
1924,Tarde,13
1925,Noite,22
1926,Noite,30
1927,Noite,30
1928,Noite,25
1929,Tarde,9
1930,Tarde,9
1931,Manhã,9
1932,Manhã,9
1933,Manhã,9
1934,Manhã,9
1935,Noite,25
1936,Noite,25
1937,Noite,25
1938,Noite,25
1939,Noite,25
1940,Noite,25
1941,Noite,8
1942,Noite,3
1943,Noite,3
1944,Noite,8
1945,Noite,5
1946,Noite,5
1947,Noite,5
1948,Noite,5
1949,Manhã,9
1950,Manhã,9
1951,Manhã,9
1952,Manhã,9
1953,Noite,25
1954,Noite,25
1955,Noite,22
1956,Noite,22
1957,Noite,20
1958,Noite,14
1959,Noite,14
1960,Noite,14
1961,Noite,14
1962,Noite,11
1963,Noite,14
1964,Noite,10
1965,Noite,10
1966,Noite,10
1967,Noite,10
1968,Noite,10
1969,Noite,10
1970,Noite,10
1971,Noite,14
1972,Noite,15
1973,Noite,15
1974,Noite,15
1975,Noite,15
1976,Noite,15
1977,Noite,15
1978,Noite,15
1979,Noite,15
1980,Noite,15
1981,Noite,15
1982,Noite,15
1983,Noite,15
1984,Noite,15
1985,Noite,15
1986,Noite,15
1987,Noite,15
1988,Noite,15
1989,Noite,15
1990,Noite,15
1991,Noite,15
1992,Noite,15
1993,Noite,15
1994,Noite,15
1995,Noite,15
1996,Noite,15
1997,Noite,15
1998,Noite,15
1999,Noite,15
2000,Noite,15
2001,Noite,15
2002,Noite,15
2003,Noite,15
2004,Noite,14
2005,Noite,14
2006,Noite,14
2007,Noite,14
2008,Noite,14
2009,Manhã,8
2010,Manhã,8
2011,Manhã,9
2012,Noite,5
2013,Noite,5
2014,Noite,6
2015,Noite,6
2016,Noite,10
2017,Noite,10
2018,Noite,10
2019,Noite,10
2020,Noite,10
2021,Noite,29
2022,Noite,10
2023,Noite,29
2024,Noite,10
2025,Noite,10
2026,Noite,10
2027,Noite,30
2028,Noite,14
2029,Noite,14
2030,Noite,14
2031,Noite,14
2032,Noite,11
2033,Noite,10
2034,Noite,10
2035,Noite,10
2036,Noite,10
2037,Noite,10
2038,Noite,10
2039,Noite,10
2040,Noite,10
2041,Noite,10
2042,Noite,10
2043,Noite,10
2044,Noite,30
2045,Noite,11
2046,Noite,11
2047,Noite,11
2048,Noite,10
2049,Noite,11
2050,Noite,11
2051,Noite,11
2052,Noite,11
2053,Noite,11
2054,Noite,11
2055,Noite,11
2056,Noite,11
2057,Noite,14
2058,Noite,14
2059,Noite,14
2060,Noite,14
2061,Noite,14
2062,Noite,11
2063,Noite,7
2064,Noite,7
2065,Noite,7
2066,Noite,7
2067,Noite,9
2068,Noite,8
2069,Noite,8
2070,Noite,30
2071,Noite,20
2072,Noite,20
2073,Noite,20
2074,Noite,20
2075,Noite,20
2076,Noite,20
2077,Noite,20
2078,Noite,28
2079,Noite,12
2080,Noite,12
2081,Noite,12
2082,Noite,12
2083,Noite,12
2084,Noite,13
2085,Noite,13
2086,Noite,13
2087,Noite,13
2088,Noite,13
2089,Noite,13
2090,Noite,13
2091,Noite,20
2092,Noite,20
2093,Noite,20
2094,Noite,20
2095,Noite,30
2096,Noite,30
2097,Noite,20
2098,Noite,8
2099,Noite,8
2100,Noite,3
2101,Noite,9
2102,Noite,9
2103,Noite,9
2104,Noite,8
2105,Noite,8
2106,Noite,8
2107,Noite,8
2108,Noite,11
2109,Noite,20
2110,Noite,7
2111,Noite,7
2112,Noite,7
2113,Noite,7
2114,Noite,9
2115,Noite,9
2116,Noite,9
2117,Noite,8
2118,Noite,8
2119,Noite,8
2120,Noite,8
2121,Noite,9
2122,Noite,7
2123,Noite,11
2124,Noite,11
2125,Noite,11
2126,Noite,11
2127,Noite,10
2128,Noite,10
2129,Noite,11
2130,Noite,11
2131,Noite,11
2132,Noite,11
2133,Noite,11
2134,Noite,11
2135,Noite,11
2136,Noite,11
2137,Noite,9
2138,Noite,9
2139,Noite,9
2140,Noite,9
2141,Noite,9
2142,Noite,8
2143,Manhã,9
2144,Manhã,9
2145,Manhã,9
2146,Noite,16
2147,Noite,20
2148,Noite,20
2149,Noite,20
2150,Noite,30
2151,Noite,15
2152,Noite,15
2153,Noite,15
2154,Noite,14
2155,Noite,15
2156,Noite,5
2157,Noite,5
2158,Noite,5
2159,Noite,5
2160,Noite,5
2161,Manhã,10
2162,Manhã,10
2163,Manhã,28
2164,Manhã,13
2165,Noite,28
2166,Noite,28
2167,Noite,12
2168,Noite,13
2169,Manhã,20
2170,Tarde,20
2171,Tarde,20
2172,Tarde,20
2173,Tarde,20
2174,Manhã,20
2175,Manhã,20
2176,Manhã,20
2177,Manhã,20
2178,Manhã,20
2179,Noite,5
2180,Noite,5
2181,Noite,5
2182,Noite,5
2183,Noite,5
2184,Manhã,28
2185,Manhã,28
2186,Manhã,13
2187,Manhã,10
2188,Noite,28
2189,Noite,28
2190,Noite,13
2191,Noite,13
2192,Noite,13
2193,Noite,13
2194,Noite,13
2195,Noite,13
2196,Noite,13
2197,Noite,9
2198,Noite,9
2199,Noite,9
2200,Noite,9
2201,Noite,9
2202,Noite,30
2203,Noite,16
2204,Noite,13
2205,Noite,20
2206,Noite,13
2207,Noite,13
2208,Noite,13
2209,Noite,13
2210,Noite,13
2211,Noite,13
2212,Noite,13
2213,Noite,13
2214,Noite,13
2215,Noite,13
2216,Noite,13
2217,Noite,13
2218,Noite,5
2219,Noite,6
2220,Noite,6
2221,Noite,13
2222,Noite,13
2223,Noite,13
2224,Noite,13
2225,Noite,13
2226,Noite,13
2227,Noite,13
2228,Noite,13
2229,Noite,13
2230,Noite,13
2231,Noite,13
2232,Noite,13
2233,Noite,13
2234,Noite,8
2235,Noite,8
2236,Noite,8
2237,Noite,8
2238,Noite,3
2239,Noite,3
2240,Noite,8
2241,Noite,8
2242,Noite,3
2243,Noite,5
2244,Noite,5
2245,Noite,5
2246,Noite,5
2247,Noite,13
2248,Noite,13
2249,Noite,13
2250,Noite,13
2251,Noite,13
2252,Noite,13
2253,Noite,13
2254,Noite,13
2255,Noite,13
2256,Noite,13
2257,Noite,13
2258,Noite,13
2259,Noite,13
2260,Noite,13
2261,Noite,13
2262,Noite,13
2263,Noite,13
2264,Noite,5
2265,Noite,8
2266,Tarde,8
2267,Tarde,3
2268,Tarde,8
2269,Noite,5
2270,Noite,5
2271,Noite,13
2272,Manhã,18
2273,Manhã,19
2274,Manhã,31
2275,Manhã,18
2276,Manhã,18
2277,Manhã,18
2278,Noite,24
2279,Noite,24
2280,Manhã,18
2281,Manhã,18
2282,Manhã,18
2283,Manhã,18
2284,Manhã,17
2285,Manhã,17
2286,Manhã,19
2287,Manhã,26
2288,Manhã,19
2289,Manhã,24
2290,Manhã,24
2291,Tarde,17
2292,Tarde,17
2293,Tarde,17
2294,Tarde,17
2295,Tarde,17
2296,Tarde,17
2297,Tarde,17
2298,Manhã,24
2299,Manhã,24
2300,Tarde,24
2301,Manhã,24
2302,Manhã,17
2303,Manhã,17
2304,Manhã,17
2305,Manhã,18
2306,Manhã,17
2307,Manhã,17
2308,Tarde,18
2309,Tarde,18
2310,Tarde,17
2311,Tarde,17
2312,Tarde,17
2313,Tarde,17
2314,Tarde,17
2315,Manhã,17
2316,Manhã,16
2317,Manhã,34
2318,Manhã,33
2319,Tarde,33
2320,Tarde,33
2321,Tarde,33
2322,Manhã,18
2323,Manhã,18
2324,Tarde,24
2325,Manhã,24
2326,Manhã,24
2327,Manhã,24
2328,Manhã,24
2329,Manhã,24
2330,Manhã,24
2331,Manhã,24
2332,Manhã,24
2333,Manhã,24
2334,Manhã,18
2335,Manhã,18
2336,Manhã,18
2337,Manhã,18
2338,Manhã,33
2339,Manhã,33
2340,Manhã,33
2341,Manhã,17
2342,Manhã,17
2343,Manhã,17
2344,Manhã,17
2345,Manhã,17
2346,Manhã,17
2347,Manhã,16
2348,Manhã,18
2349,Manhã,16
2350,Manhã,33
2351,Manhã,16
2352,Manhã,18
2353,Manhã,18
2354,Manhã,18
2355,Manhã,18
2356,Noite,24
2357,Noite,24
2358,Manhã,19
2359,Tarde,19
2360,Tarde,24
2361,Tarde,24
2362,Tarde,24
2363,Tarde,24
2364,Tarde,24
2365,Tarde,24
2366,Tarde,24
2367,Manhã,24
2368,Manhã,24
2369,Manhã,24
2370,Noite,17
2371,Noite,17
2372,Noite,17
2373,Noite,17
2374,Noite,17
2375,Noite,24
2376,Noite,17
2377,Noite,24
2378,Noite,17
2379,Noite,17
2380,Noite,17
2381,Noite,17
2382,Manhã,19
2383,Manhã,19
2384,Noite,17
2385,Noite,18
2386,Noite,18
2387,Noite,24
2388,Noite,24
2389,Noite,24
2390,Noite,24
2391,Noite,17
2392,Noite,17
2393,Noite,24
2394,Noite,24
2395,Noite,24
2396,Noite,24
2397,Noite,18
2398,Noite,19
2399,Noite,19
2400,Noite,17
2401,Noite,17
2402,Noite,17
2403,Noite,17
2404,Noite,17
2405,Noite,17
2406,Noite,17
2407,Noite,17
2408,Noite,17
2409,Tarde,17
2410,Noite,17
2411,Noite,17
2412,Noite,17
2413,Noite,17
2414,Noite,17
2415,Noite,19
2416,Noite,18
2417,Noite,18
2418,Noite,19
2419,Noite,19
2420,Noite,19
2421,Noite,19
2422,Noite,19
2423,Noite,19
2424,Noite,19
2425,Noite,19
2426,Noite,24
2427,Noite,24
2428,Noite,24
2429,Noite,24
2430,Noite,24
2431,Noite,24
2432,Noite,24
2433,Noite,16
2434,Noite,16
2435,Noite,16
2436,Noite,16
2437,Noite,16
2438,Noite,16
2439,Noite,16
2440,Noite,16
2441,Noite,16
2442,Noite,16
2443,Noite,16
2444,Noite,16
2445,Noite,24
2446,Noite,19
2447,Noite,24
2448,Noite,24
2449,Manhã,2
2450,Manhã,2
2451,Manhã,2
2452,Noite,34
2453,Manhã,2
2454,Manhã,2
2455,Manhã,2
2456,Manhã,2
2457,Tarde,2
2458,Manhã,2
2459,Manhã,2
2460,Manhã,2
2461,Manhã,2
2462,Manhã,2
2463,Manhã,2
2464,Manhã,2
2465,Manhã,2
2466,Manhã,3
2467,Manhã,3
2468,Manhã,3
2469,Tarde,3
2470,Manhã,3
2471,Manhã,3
2472,Manhã,3
2473,Manhã,3
2474,Tarde,3
2475,Tarde,3
2476,Tarde,3
2477,Tarde,3
2478,Manhã,2
2479,Manhã,2
2480,Manhã,2
2481,Manhã,2
2482,Manhã,2
2483,Manhã,2
2484,Manhã,2
2485,Manhã,2
2486,Manhã,2
2487,Manhã,2
2488,Manhã,2
2489,Manhã,2
2490,Manhã,2
2491,Manhã,2
2492,Manhã,2
2493,Noite,16
2494,Noite,16
2495,Manhã,2
2496,Manhã,2
2497,Manhã,2
2498,Manhã,2
2499,Manhã,2
2500,Manhã,2
2501,Manhã,2
2502,Manhã,2
2503,Manhã,2
2504,Manhã,2
2505,Manhã,2
2506,Manhã,2
2507,Manhã,2
2508,Tarde,4
2509,Tarde,4
2510,Tarde,4
2511,Tarde,4
2512,Tarde,4
2513,Tarde,4
2514,Tarde,4
2515,Tarde,2
2516,Manhã,3
2517,Manhã,3
2518,Manhã,3
2519,Manhã,3
2520,Tarde,3
2521,Manhã,2
2522,Manhã,2
2523,Manhã,2
2524,Manhã,2
2525,Tarde,2
2526,Tarde,2
2527,Tarde,2
2528,Tarde,2
2529,Tarde,2
2530,Tarde,2
2531,Tarde,2
2532,Tarde,2
2533,Tarde,2
2534,Tarde,2
2535,Tarde,2
2536,Tarde,2
2537,Manhã,2
2538,Manhã,2
2539,Manhã,2
2540,Manhã,2
2541,Manhã,2
2542,Manhã,2
2543,Tarde,4
2544,Tarde,4
2545,Tarde,2
2546,Manhã,2
2547,Manhã,2
2548,Manhã,2
2549,Manhã,2
2550,Manhã,2
2551,Tarde,2
2552,Tarde,2
2553,Tarde,2
2554,Tarde,2
2555,Tarde,2
2556,Tarde,2
2557,Manhã,4
2558,Manhã,2
2559,Manhã,2
2560,Manhã,2
2561,Manhã,2
2562,Manhã,2
2563,Manhã,2
2564,Manhã,2
2565,Manhã,2
2566,Tarde,2
2567,Tarde,2
2568,Tarde,2
2569,Tarde,2
2570,Tarde,2
2571,Tarde,2
2572,Tarde,2
2573,Tarde,2
2574,Tarde,2
2575,Tarde,2
2576,Tarde,1
2577,Manhã,2
2578,Manhã,2
2579,Manhã,2
2580,Manhã,2
2581,Manhã,2
2582,Manhã,2
2583,Manhã,2
2584,Manhã,2
2585,Manhã,2
2586,Manhã,2
2587,Tarde,2
2588,Tarde,2
2589,Manhã,2
2590,Manhã,2
2591,Tarde,2
2592,Tarde,2
2593,Manhã,2
2594,Manhã,2
2595,Manhã,2
2596,Tarde,2
2597,Tarde,2
2598,Tarde,2
2599,Tarde,2
2600,Manhã,2
2601,Manhã,2
2602,Manhã,2
2603,Tarde,2
2604,Tarde,2
2605,Tarde,2
2606,Tarde,2
2607,Manhã,2
2608,Manhã,2
2609,Manhã,2
2610,Manhã,2
2611,Manhã,2
2612,Tarde,2
2613,Tarde,2
2614,Tarde,2
2615,Tarde,2
2616,Tarde,2
2617,Tarde,2
2618,Tarde,2
2619,Tarde,2
2620,Manhã,2
2621,Manhã,2
2622,Manhã,2
2623,Manhã,2
2624,Manhã,2
2625,Manhã,2
2626,Tarde,4
2627,Tarde,4
2628,Manhã,2
2629,Tarde,3
2630,Manhã,2
2631,Tarde,2
2632,Manhã,2
2633,Manhã,2
2634,Manhã,2
2635,Manhã,4
2636,Manhã,4
2637,Manhã,4
2638,Tarde,4
2639,Tarde,4
2640,Tarde,4
2641,Tarde,4
2642,Tarde,1
2643,Manhã,2
2644,Manhã,2
2645,Tarde,4
2646,Tarde,4
2647,Tarde,4
2648,Tarde,4
2649,Tarde,4
2650,Tarde,2
2651,Tarde,2
2652,Manhã,2
2653,Manhã,2
2654,Manhã,2
2655,Manhã,2
2656,Manhã,2
2657,Manhã,2
2658,Manhã,2
2659,Manhã,2
2660,Manhã,2
2661,Tarde,2
2662,Tarde,2
2663,Tarde,2
2664,Tarde,2
2665,Manhã,2
2666,Manhã,2
2667,Manhã,2
2668,Manhã,2
2669,Manhã,2
2670,Manhã,4
2671,Tarde,4
2672,Tarde,4
2673,Tarde,4
2674,Manhã,4
2675,Manhã,4
2676,Manhã,4
2677,Manhã,4
2678,Manhã,4
2679,Manhã,4
2680,Manhã,4
2681,Tarde,1
2682,Manhã,4
2683,Manhã,4
2684,Manhã,4
2685,Manhã,4
2686,Manhã,4
2687,Manhã,4
2688,Manhã,4
2689,Manhã,2
2690,Manhã,2
2691,Manhã,2
2692,Manhã,2
2693,Manhã,2
2694,Manhã,2
2695,Manhã,2
2696,Manhã,2
2697,Tarde,4
2698,Tarde,4
2699,Tarde,4
2700,Manhã,2
2701,Manhã,2
2702,Manhã,2
2703,Tarde,2
2704,Tarde,2
2705,Manhã,2
2706,Manhã,2
2707,Manhã,2
2708,Manhã,2
2709,Manhã,2
2710,Manhã,2
2711,Manhã,2
2712,Manhã,2
2713,Manhã,2
2714,Manhã,2
2715,Tarde,2
2716,Tarde,2
2717,Tarde,2
2718,Tarde,2
2719,Manhã,3
2720,Manhã,3
2721,Tarde,3
2722,Noite,2
2723,Noite,3
2724,Noite,2
2725,Manhã,3
2726,Tarde,2
2727,Tarde,2
2728,Noite,2
2729,Noite,2
2730,Noite,2
2731,Noite,2
2732,Noite,2
2733,Noite,2
2734,Noite,2
2735,Tarde,4
2736,Tarde,4
2737,Tarde,4
2738,Tarde,4
2739,Noite,2
2740,Noite,2
2741,Noite,2
2742,Noite,2
2743,Noite,2
2744,Noite,2
2745,Noite,2
2746,Noite,2
2747,Noite,2
2748,Noite,2
2749,Noite,2
2750,Noite,2
2751,Noite,2
2752,Noite,2
2753,Noite,2
2754,Noite,2
2755,Noite,2
2756,Noite,2
2757,Noite,2
2758,Noite,2
2759,Noite,2
2760,Noite,2
2761,Noite,2
2762,Noite,2
2763,Noite,2
2764,Noite,2
2765,Noite,2
2766,Noite,2
2767,Noite,2
2768,Noite,2
2769,Noite,2
2770,Tarde,2
2771,Tarde,2
2772,Tarde,2
2773,Tarde,2
2774,Noite,2
2775,Tarde,4
2776,Tarde,4
2777,Tarde,4
2778,Tarde,4
2779,Tarde,4
2780,Tarde,2
2781,Tarde,2
2782,Tarde,2
2783,Noite,2
2784,Manhã,4
2785,Manhã,4
2786,Manhã,4
2787,Manhã,4
2788,Manhã,4
2789,Manhã,4
2790,Manhã,4
2791,Manhã,4
2792,Manhã,4
2793,Manhã,4
2794,Manhã,4
2795,Manhã,4
2796,Manhã,4
2797,Manhã,4
2798,Manhã,4
2799,Manhã,4
2800,Manhã,4
2801,Manhã,2
2802,Manhã,2
2803,Tarde,4
2804,Tarde,4
2805,Tarde,4
2806,Noite,1
2807,Noite,2
2808,Noite,2
2809,Noite,2
2810,Noite,2
2811,Noite,2
2812,Noite,2
2813,Noite,8
2814,Noite,3
2815,Noite,3
2816,Noite,3
2817,Noite,2
2818,Noite,2
2819,Noite,2
2820,Noite,2
2821,Noite,2
2822,Noite,2
2823,Noite,23
2824,Noite,2
2825,Noite,3
2826,Noite,2
2827,Noite,2
2828,Noite,2
2829,Noite,2
2830,Noite,2
2831,Noite,2
2832,Noite,2
2833,Noite,2
2834,Noite,2
2835,Noite,4
2836,Noite,2
2837,Noite,2
2838,Noite,2
2839,Noite,2
2840,Noite,2
2841,Noite,2
2842,Noite,2
2843,Noite,2
2844,Noite,2
2845,Noite,2
2846,Noite,2
2847,Noite,2
2848,Noite,2
2849,Noite,2
2850,Noite,2
2851,Noite,2
2852,Noite,2
2853,Noite,2
2854,Noite,2
2855,Noite,2
2856,Noite,2
2857,Noite,2
2858,Noite,2
2859,Noite,2
2860,Noite,2
2861,Noite,2
2862,Noite,2
2863,Noite,2
2864,Noite,2
2865,Noite,2
2866,Noite,2
2867,Noite,4
2868,Noite,3
2869,Noite,3
2870,Noite,3
2871,Noite,8
2872,Noite,8
2873,Noite,3
2874,Noite,2
2875,Noite,2
2876,Noite,2
2877,Noite,2
2878,Noite,2
2879,Noite,2
2880,Noite,2
2881,Noite,2
2882,Noite,2
2883,Noite,2
2884,Noite,2
2885,Noite,2
2886,Noite,2
2887,Noite,2
2888,Noite,2
2889,Noite,2
2890,Noite,2
2891,Noite,2
2892,Noite,2
2893,Noite,2
2894,Noite,2
2895,Noite,3
2896,Noite,2
2897,Noite,2
2898,Noite,2
2899,Noite,2
2900,Noite,2
2901,Noite,2
2902,Noite,2
2903,Noite,2
2904,Noite,2
2905,Noite,2
2906,Noite,2
2907,Noite,2
2908,Noite,2
2909,Noite,2
2910,Noite,2
2911,Noite,2
2912,Noite,1
2913,Noite,2
2914,Noite,2
2915,Noite,2
2916,Noite,2
2917,Noite,2
2918,Noite,2
2919,Noite,2
2920,Noite,2
2921,Noite,2
2922,Noite,2
2923,Noite,2
2924,Noite,2
2925,Noite,2
2926,Noite,2
2927,Noite,2
2928,Noite,2
2929,Noite,2
2930,Noite,2
2931,Noite,2
2932,Noite,2
2933,Noite,2
2934,Noite,2
2935,Noite,2
2936,Noite,2
2937,Noite,2
2938,Noite,2
2939,Noite,2
2940,Noite,2
2941,Noite,2
2942,Noite,2
2943,Noite,2
2944,Noite,2
2945,Noite,2
2946,Noite,2
2947,Noite,2
2948,Noite,2
2949,Noite,2
2950,Noite,2
2951,Noite,2
2952,Noite,2
2953,Noite,2
2954,Noite,2
2955,Noite,1
2956,Noite,2
2957,Noite,2
2958,Noite,2
2959,Noite,2
2960,Noite,2
2961,Noite,2
2962,Noite,2
2963,Noite,2
2964,Noite,2
2965,Noite,1
2966,Noite,1
2967,Noite,1
2968,Noite,2
2969,Noite,2
2970,Noite,2
2971,Noite,2
2972,Noite,2
2973,Noite,2
2974,Noite,2
2975,Noite,2
2976,Noite,2
2977,Noite,2
2978,Noite,2
2979,Noite,2
2980,Noite,2
2981,Noite,2
2982,Noite,4
2983,Noite,4
2984,Noite,4
2985,Noite,4
2986,Noite,4
2987,Noite,2
2988,Noite,2
2989,Noite,2
2990,Noite,2
2991,Noite,2
2992,Noite,2
2993,Noite,2
2994,Noite,2
2995,Noite,2
2996,Noite,3
2997,Noite,3
2998,Noite,1
2999,Noite,2
3000,Noite,2
3001,Noite,2
3002,Noite,2
3003,Noite,2
3004,Noite,2
3005,Noite,2
3006,Noite,2
3007,Noite,2
3008,Noite,2
3009,Noite,2
3010,Noite,4
3011,Noite,4
3012,Tarde,4
3013,Noite,4
3014,Noite,4
3015,Noite,2
3016,Noite,2
3017,Noite,2
3018,Noite,2
3019,Noite,2
3020,Noite,2
3021,Noite,2
3022,Noite,2
3023,Noite,2
3024,Noite,2
3025,Noite,2
3026,Noite,2
3027,Noite,4
3028,Noite,4
3029,Noite,4
3030,Noite,4
