ID,Rua_Acolhimento,Motivo_dormir_rua
593,Rua,Andarilho / Nômade / Viajante
594,Rua,Conflitos familiares (inclui separação)
595,Rua,Alcoolismo e/ou uso de drogas
596,Rua,Outros
597,Rua,Outros
598,Rua,Alcoolismo e/ou uso de drogas
599,Rua,Conflitos familiares (inclui separação)
600,Rua,Outros
601,Rua,Conflitos familiares (inclui separação)
602,Rua,Conflitos familiares (inclui separação)
603,Rua,Conflitos familiares (inclui separação)
604,Rua,Alcoolismo e/ou uso de drogas
605,Rua,Demissão do trabalho/desemprego ou perda da renda
606,Rua,Outros
607,Rua,Conflitos familiares (inclui separação)
608,Rua,Conflitos familiares (inclui separação)
609,Rua,Conflitos familiares (inclui separação)
610,Rua,Conflitos familiares (inclui separação)
611,Rua,Conflitos familiares (inclui separação)
612,Rua,Conflitos familiares (inclui separação)
613,Rua,Demissão do trabalho/desemprego ou perda da renda
614,Rua,Andarilho / Nômade / Viajante
615,Rua,Conflitos familiares (inclui separação)
616,Rua,Alcoolismo e/ou uso de drogas
617,Rua,Conflitos familiares (inclui separação)
618,Rua,Conflitos familiares (inclui separação)
619,Rua,Conflitos familiares (inclui separação)
620,Rua,Conflitos familiares (inclui separação)
621,Rua,Saída do sistema prisional (Casa de detenção/cadeia/penitenciária/ DEGASE)
622,Rua,Conflitos familiares (inclui separação)
623,Rua,Demissão do trabalho/desemprego ou perda da renda
624,Rua,Conflitos familiares (inclui separação)
625,Rua,Demissão do trabalho/desemprego ou perda da renda
626,Rua,Conflitos familiares (inclui separação)
627,Rua,Conflitos familiares (inclui separação)
628,Rua,Alcoolismo e/ou uso de drogas
629,Rua,Alcoolismo e/ou uso de drogas
630,Rua,Demissão do trabalho/desemprego ou perda da renda
631,Rua,Conflitos familiares (inclui separação)
632,Rua,Outros
633,Rua,Conflitos familiares (inclui separação)
634,Rua,Conflitos familiares (inclui separação)
635,Rua,Conflitos familiares (inclui separação)
636,Rua,Conflitos familiares (inclui separação)
637,Rua,Conflitos familiares (inclui separação)
638,Rua,Desentendimentos na comunidade ou vizinhança
639,Rua,Conflitos familiares (inclui separação)
640,Rua,Conflitos familiares (inclui separação)
641,Rua,Outros
642,Rua,Alcoolismo e/ou uso de drogas
643,Rua,Conflitos familiares (inclui separação)
644,Rua,Conflitos familiares (inclui separação)
645,Rua,Conflitos familiares (inclui separação)
646,Rua,Conflitos familiares (inclui separação)
647,Rua,Alcoolismo e/ou uso de drogas
648,Rua,Conflitos familiares (inclui separação)
649,Rua,Alcoolismo e/ou uso de drogas
650,Rua,Conflitos familiares (inclui separação)
651,Rua,Alcoolismo e/ou uso de drogas
652,Rua,Conflitos familiares (inclui separação)
653,Rua,Conflitos familiares (inclui separação)
654,Rua,Conflitos familiares (inclui separação)
655,Rua,Conflitos familiares (inclui separação)
656,Rua,Outros
657,Rua,"Sofria ameaças, abusos ou violência"
658,Rua,Demissão do trabalho/desemprego ou perda da renda
659,Rua,Outros
660,Rua,Demissão do trabalho/desemprego ou perda da renda
661,Rua,Conflitos familiares (inclui separação)
662,Rua,"Sofria ameaças, abusos ou violência"
663,Rua,Conflitos familiares (inclui separação)
664,Rua,Conflitos familiares (inclui separação)
665,Rua,Conflitos familiares (inclui separação)
666,Rua,Conflitos familiares (inclui separação)
667,Rua,Conflitos familiares (inclui separação)
668,Rua,Demissão do trabalho/desemprego ou perda da renda
669,Rua,Conflitos familiares (inclui separação)
670,Rua,Conflitos familiares (inclui separação)
671,Rua,Demissão do trabalho/desemprego ou perda da renda
672,Rua,Demissão do trabalho/desemprego ou perda da renda
673,Rua,Conflitos familiares (inclui separação)
674,Rua,Demissão do trabalho/desemprego ou perda da renda
675,Rua,Conflitos familiares (inclui separação)
676,Rua,Demissão do trabalho/desemprego ou perda da renda
677,Rua,Demissão do trabalho/desemprego ou perda da renda
678,Rua,Demissão do trabalho/desemprego ou perda da renda
679,Rua,Demissão do trabalho/desemprego ou perda da renda
680,Rua,Desentendimentos na comunidade ou vizinhança
681,Rua,Demissão do trabalho/desemprego ou perda da renda
682,Rua,Conflitos familiares (inclui separação)
683,Rua,Demissão do trabalho/desemprego ou perda da renda
684,Rua,Demissão do trabalho/desemprego ou perda da renda
685,Rua,Conflitos familiares (inclui separação)
686,Rua,Conflitos familiares (inclui separação)
687,Rua,Outros
688,Rua,Conflitos familiares (inclui separação)
689,Rua,Demissão do trabalho/desemprego ou perda da renda
690,Rua,Alcoolismo e/ou uso de drogas
691,Rua,Conflitos familiares (inclui separação)
692,Rua,Conflitos familiares (inclui separação)
693,Rua,Conflitos familiares (inclui separação)
694,Rua,Conflitos familiares (inclui separação)
695,Rua,Conflitos familiares (inclui separação)
696,Rua,Nasci na rua e permaneço nela
697,Rua,Conflitos familiares (inclui separação)
698,Rua,Conflitos familiares (inclui separação)
699,Rua,Conflitos familiares (inclui separação)
700,Rua,Outros
701,Rua,Conflitos familiares (inclui separação)
702,Rua,Desentendimentos na comunidade ou vizinhança
703,Rua,NS/NR
704,Rua,Conflitos familiares (inclui separação)
705,Rua,Para ficar perto do trabalho/ sem passagem para voltar para casa (mais de uma vez)
706,Rua,Conflitos familiares (inclui separação)
707,Rua,Conflitos familiares (inclui separação)
708,Rua,Conflitos familiares (inclui separação)
709,Rua,Conflitos familiares (inclui separação)
710,Rua,Conflitos familiares (inclui separação)
711,Rua,Conflitos familiares (inclui separação)
712,Rua,Conflitos familiares (inclui separação)
713,Rua,Demissão do trabalho/desemprego ou perda da renda
714,Rua,Demissão do trabalho/desemprego ou perda da renda
715,Rua,Conflitos familiares (inclui separação)
716,Rua,Conflitos familiares (inclui separação)
717,Rua,Demissão do trabalho/desemprego ou perda da renda
718,Rua,Desentendimentos na comunidade ou vizinhança
719,Rua,Demissão do trabalho/desemprego ou perda da renda
720,Rua,Para ficar perto do trabalho/ sem passagem para voltar para casa (mais de uma vez)
721,Rua,Demissão do trabalho/desemprego ou perda da renda
722,Rua,Conflitos familiares (inclui separação)
723,Rua,Conflitos familiares (inclui separação)
724,Rua,Alcoolismo e/ou uso de drogas
725,Rua,Conflitos familiares (inclui separação)
726,Rua,Conflitos familiares (inclui separação)
727,Rua,Conflitos familiares (inclui separação)
728,Rua,Conflitos familiares (inclui separação)
729,Rua,Conflitos familiares (inclui separação)
730,Rua,Conflitos familiares (inclui separação)
731,Rua,NS/NR
732,Rua,Conflitos familiares (inclui separação)
733,Rua,Conflitos familiares (inclui separação)
734,Rua,Demissão do trabalho/desemprego ou perda da renda
735,Rua,Conflitos familiares (inclui separação)
736,Rua,Conflitos familiares (inclui separação)
737,Rua,Alcoolismo e/ou uso de drogas
738,Rua,Conflitos familiares (inclui separação)
739,Rua,Demissão do trabalho/desemprego ou perda da renda
740,Rua,Demissão do trabalho/desemprego ou perda da renda
741,Rua,Demissão do trabalho/desemprego ou perda da renda
742,Rua,Família passou a viver na rua
743,Rua,Família passou a viver na rua
744,Rua,"Perda de casa por causas naturais/acidentes (ex: alagamentos, deslizamentos e incêndios)"
745,Rua,Família passou a viver na rua
746,Rua,Alcoolismo e/ou uso de drogas
747,Rua,Família passou a viver na rua
748,Rua,Família passou a viver na rua
749,Rua,Família passou a viver na rua
750,Rua,Família passou a viver na rua
751,Rua,Demissão do trabalho/desemprego ou perda da renda
752,Rua,Desentendimentos na comunidade ou vizinhança
753,Rua,"Perda de casa por causas naturais/acidentes (ex: alagamentos, deslizamentos e incêndios)"
754,Rua,Demissão do trabalho/desemprego ou perda da renda
755,Rua,Demissão do trabalho/desemprego ou perda da renda
756,Rua,Família passou a viver na rua
757,Rua,Alcoolismo e/ou uso de drogas
758,Rua,Alcoolismo e/ou uso de drogas
759,Rua,Conflitos familiares (inclui separação)
760,Rua,Conflitos familiares (inclui separação)
761,Rua,Família passou a viver na rua
762,Rua,NS/NR
763,Rua,Conflitos familiares (inclui separação)
764,Rua,Para ficar perto do trabalho/ sem passagem para voltar para casa (mais de uma vez)
765,Rua,Demissão do trabalho/desemprego ou perda da renda
766,Rua,"Sofria ameaças, abusos ou violência"
767,Rua,Conflitos familiares (inclui separação)
768,Rua,Outros
769,Rua,Demissão do trabalho/desemprego ou perda da renda
770,Rua,Demissão do trabalho/desemprego ou perda da renda
771,Rua,Migrantes ou refugiado
772,Rua,Conflitos familiares (inclui separação)
773,Rua,Alcoolismo e/ou uso de drogas
774,Rua,Outros
775,Rua,Alcoolismo e/ou uso de drogas
776,Rua,Conflitos familiares (inclui separação)
777,Rua,Conflitos familiares (inclui separação)
778,Rua,Conflitos familiares (inclui separação)
779,Rua,Demissão do trabalho/desemprego ou perda da renda
780,Rua,Conflitos familiares (inclui separação)
781,Rua,Conflitos familiares (inclui separação)
782,Rua,Conflitos familiares (inclui separação)
783,Rua,Alcoolismo e/ou uso de drogas
784,Rua,Conflitos familiares (inclui separação)
785,Rua,Outros
786,Rua,Conflitos familiares (inclui separação)
787,Rua,Conflitos familiares (inclui separação)
788,Rua,Alcoolismo e/ou uso de drogas
789,Rua,Alcoolismo e/ou uso de drogas
790,Rua,Conflitos familiares (inclui separação)
791,Rua,"Perda de casa por causas naturais/acidentes (ex: alagamentos, deslizamentos e incêndios)"
792,Rua,Outros
793,Rua,Demissão do trabalho/desemprego ou perda da renda
794,Rua,Demissão do trabalho/desemprego ou perda da renda
795,Rua,Demissão do trabalho/desemprego ou perda da renda
796,Rua,Conflitos familiares (inclui separação)
797,Rua,Conflitos familiares (inclui separação)
798,Rua,Conflitos familiares (inclui separação)
799,Rua,Conflitos familiares (inclui separação)
800,Rua,Conflitos familiares (inclui separação)
801,Rua,Outros
802,Rua,Outros
803,Rua,Para ficar perto do trabalho/ sem passagem para voltar para casa (mais de uma vez)
804,Rua,Demissão do trabalho/desemprego ou perda da renda
805,Rua,Demissão do trabalho/desemprego ou perda da renda
806,Rua,Outros
807,Rua,Conflitos familiares (inclui separação)
808,Rua,Demissão do trabalho/desemprego ou perda da renda
809,Rua,Conflitos familiares (inclui separação)
810,Rua,Demissão do trabalho/desemprego ou perda da renda
811,Rua,Conflitos familiares (inclui separação)
812,Rua,Conflitos familiares (inclui separação)
813,Rua,Conflitos familiares (inclui separação)
814,Rua,Outros
815,Rua,Outros
816,Rua,Demissão do trabalho/desemprego ou perda da renda
817,Rua,Conflitos familiares (inclui separação)
818,Rua,Conflitos familiares (inclui separação)
819,Rua,NS/NR
820,Rua,NS/NR
821,Rua,Conflitos familiares (inclui separação)
822,Rua,Demissão do trabalho/desemprego ou perda da renda
823,Rua,Demissão do trabalho/desemprego ou perda da renda
824,Rua,Conflitos familiares (inclui separação)
825,Rua,Demissão do trabalho/desemprego ou perda da renda
826,Rua,Conflitos familiares (inclui separação)
827,Rua,"Perda de casa por causas naturais/acidentes (ex: alagamentos, deslizamentos e incêndios)"
828,Rua,Conflitos familiares (inclui separação)
829,Rua,Desentendimentos na comunidade ou vizinhança
830,Rua,Conflitos familiares (inclui separação)
831,Rua,Conflitos familiares (inclui separação)
832,Rua,Alcoolismo e/ou uso de drogas
833,Rua,Conflitos familiares (inclui separação)
834,Rua,Conflitos familiares (inclui separação)
835,Rua,Conflitos familiares (inclui separação)
836,Rua,Conflitos familiares (inclui separação)
837,Rua,Alcoolismo e/ou uso de drogas
838,Rua,Demissão do trabalho/desemprego ou perda da renda
839,Rua,Demissão do trabalho/desemprego ou perda da renda
840,Rua,Outros
841,Rua,Conflitos familiares (inclui separação)
842,Rua,Alcoolismo e/ou uso de drogas
843,Rua,Alcoolismo e/ou uso de drogas
844,Rua,Demissão do trabalho/desemprego ou perda da renda
845,Rua,Demissão do trabalho/desemprego ou perda da renda
846,Rua,Conflitos familiares (inclui separação)
847,Rua,Desentendimentos na comunidade ou vizinhança
848,Rua,Conflitos familiares (inclui separação)
849,Rua,Conflitos familiares (inclui separação)
850,Rua,Demissão do trabalho/desemprego ou perda da renda
851,Rua,Conflitos familiares (inclui separação)
852,Rua,Conflitos familiares (inclui separação)
853,Rua,Demissão do trabalho/desemprego ou perda da renda
854,Rua,Outros
855,Rua,Conflitos familiares (inclui separação)
856,Rua,Conflitos familiares (inclui separação)
857,Rua,Conflitos familiares (inclui separação)
858,Rua,Conflitos familiares (inclui separação)
859,Rua,Conflitos familiares (inclui separação)
860,Rua,Conflitos familiares (inclui separação)
861,Rua,Alcoolismo e/ou uso de drogas
862,Rua,Conflitos familiares (inclui separação)
863,Rua,Alcoolismo e/ou uso de drogas
864,Rua,"Sofria ameaças, abusos ou violência"
865,Rua,Demissão do trabalho/desemprego ou perda da renda
866,Rua,Demissão do trabalho/desemprego ou perda da renda
867,Rua,Conflitos familiares (inclui separação)
868,Rua,Para ficar perto do trabalho/ sem passagem para voltar para casa (mais de uma vez)
869,Rua,Demissão do trabalho/desemprego ou perda da renda
870,Rua,Conflitos familiares (inclui separação)
871,Rua,Conflitos familiares (inclui separação)
872,Rua,Conflitos familiares (inclui separação)
873,Rua,Conflitos familiares (inclui separação)
874,Rua,Desentendimentos na comunidade ou vizinhança
875,Rua,Alcoolismo e/ou uso de drogas
876,Rua,Conflitos familiares (inclui separação)
877,Rua,Alcoolismo e/ou uso de drogas
878,Rua,Desentendimentos na comunidade ou vizinhança
879,Rua,Conflitos familiares (inclui separação)
880,Rua,Alcoolismo e/ou uso de drogas
881,Rua,Alcoolismo e/ou uso de drogas
882,Rua,Conflitos familiares (inclui separação)
883,Rua,Conflitos familiares (inclui separação)
884,Rua,Saída do sistema prisional (Casa de detenção/cadeia/penitenciária/ DEGASE)
885,Rua,"Sofria ameaças, abusos ou violência"
886,Rua,"Sofria ameaças, abusos ou violência"
887,Rua,Família passou a viver na rua
888,Rua,Conflitos familiares (inclui separação)
889,Rua,Família passou a viver na rua
890,Rua,Alcoolismo e/ou uso de drogas
891,Rua,Família passou a viver na rua
892,Rua,Saída do sistema prisional (Casa de detenção/cadeia/penitenciária/ DEGASE)
893,Rua,Demissão do trabalho/desemprego ou perda da renda
894,Rua,Demissão do trabalho/desemprego ou perda da renda
895,Rua,Demissão do trabalho/desemprego ou perda da renda
896,Rua,Conflitos familiares (inclui separação)
897,Rua,Demissão do trabalho/desemprego ou perda da renda
898,Rua,Alcoolismo e/ou uso de drogas
899,Rua,Conflitos familiares (inclui separação)
900,Rua,Alcoolismo e/ou uso de drogas
901,Rua,NS/NR
902,Rua,Conflitos familiares (inclui separação)
903,Rua,Conflitos familiares (inclui separação)
904,Rua,Conflitos familiares (inclui separação)
905,Rua,Conflitos familiares (inclui separação)
906,Rua,Outros
907,Rua,Alcoolismo e/ou uso de drogas
908,Rua,Conflitos familiares (inclui separação)
909,Rua,NS/NR
910,Rua,Demissão do trabalho/desemprego ou perda da renda
911,Rua,Demissão do trabalho/desemprego ou perda da renda
912,Rua,Demissão do trabalho/desemprego ou perda da renda
913,Rua,Demissão do trabalho/desemprego ou perda da renda
914,Rua,Conflitos familiares (inclui separação)
915,Rua,Alcoolismo e/ou uso de drogas
916,Rua,Demissão do trabalho/desemprego ou perda da renda
917,Rua,Conflitos familiares (inclui separação)
918,Rua,Conflitos familiares (inclui separação)
919,Rua,Conflitos familiares (inclui separação)
920,Rua,Desentendimentos na comunidade ou vizinhança
921,Rua,Conflitos familiares (inclui separação)
922,Rua,Conflitos familiares (inclui separação)
923,Rua,Conflitos familiares (inclui separação)
924,Rua,Demissão do trabalho/desemprego ou perda da renda
925,Rua,Conflitos familiares (inclui separação)
926,Rua,Alcoolismo e/ou uso de drogas
927,Rua,Conflitos familiares (inclui separação)
928,Rua,Demissão do trabalho/desemprego ou perda da renda
929,Rua,Demissão do trabalho/desemprego ou perda da renda
930,Rua,Conflitos familiares (inclui separação)
931,Rua,Conflitos familiares (inclui separação)
932,Rua,Demissão do trabalho/desemprego ou perda da renda
933,Rua,Conflitos familiares (inclui separação)
934,Rua,Alcoolismo e/ou uso de drogas
935,Rua,Conflitos familiares (inclui separação)
936,Rua,Outros
937,Rua,Conflitos familiares (inclui separação)
938,Rua,Conflitos familiares (inclui separação)
939,Rua,Demissão do trabalho/desemprego ou perda da renda
