ID,Codigo_da_RA,nome_bairro
428,2,Centro
428,2,Lapa
429,2,Centro
429,2,Lapa
457,2,Centro
457,2,Lapa
458,2,Centro
458,2,Lapa
459,2,Centro
459,2,Lapa
460,2,Centro
460,2,Lapa
461,2,Centro
461,2,Lapa
462,2,Centro
462,2,Lapa
463,2,Centro
463,2,Lapa
464,2,Centro
464,2,Lapa
465,2,Centro
465,2,Lapa
466,2,Centro
466,2,Lapa
467,2,Centro
467,2,Lapa
468,2,Centro
468,2,Lapa
469,2,Centro
469,2,Lapa
470,2,Centro
470,2,Lapa
471,2,Centro
471,2,Lapa
472,2,Centro
472,2,Lapa
473,2,Centro
473,2,Lapa
474,2,Centro
474,2,Lapa
475,2,Centro
475,2,Lapa
476,2,Centro
476,2,Lapa
477,2,Centro
477,2,Lapa
478,2,Centro
478,2,Lapa
479,2,Centro
479,2,Lapa
480,2,Centro
480,2,Lapa
481,2,Centro
481,2,Lapa
482,2,Centro
482,2,Lapa
483,2,Centro
483,2,Lapa
484,2,Centro
484,2,Lapa
485,2,Centro
485,2,Lapa
486,2,Centro
486,2,Lapa
487,2,Centro
487,2,Lapa
488,2,Centro
488,2,Lapa
489,2,Centro
489,2,Lapa
490,2,Centro
490,2,Lapa
491,2,Centro
491,2,Lapa
492,2,Centro
492,2,Lapa
493,2,Centro
493,2,Lapa
494,2,Centro
494,2,Lapa
496,2,Centro
496,2,Lapa
497,2,Centro
497,2,Lapa
498,2,Centro
498,2,Lapa
499,2,Centro
499,2,Lapa
500,2,Centro
500,2,Lapa
501,2,Centro
501,2,Lapa
522,2,Centro
522,2,Lapa
523,2,Centro
523,2,Lapa
524,2,Centro
524,2,Lapa
525,2,Centro
525,2,Lapa
526,2,Centro
526,2,Lapa
527,2,Centro
527,2,Lapa
528,2,Centro
528,2,Lapa
529,2,Centro
529,2,Lapa
530,2,Centro
530,2,Lapa
531,2,Centro
531,2,Lapa
532,2,Centro
532,2,Lapa
533,2,Centro
533,2,Lapa
534,2,Centro
534,2,Lapa
535,2,Centro
535,2,Lapa
536,2,Centro
536,2,Lapa
537,2,Centro
537,2,Lapa
538,2,Centro
538,2,Lapa
539,2,Centro
539,2,Lapa
540,2,Centro
540,2,Lapa
541,2,Centro
541,2,Lapa
542,2,Centro
542,2,Lapa
543,2,Centro
543,2,Lapa
544,2,Centro
544,2,Lapa
545,2,Centro
545,2,Lapa
546,2,Centro
546,2,Lapa
552,2,Centro
552,2,Lapa
553,2,Centro
553,2,Lapa
554,2,Centro
554,2,Lapa
555,2,Centro
555,2,Lapa
556,2,Centro
556,2,Lapa
557,2,Centro
557,2,Lapa
558,2,Centro
558,2,Lapa
559,2,Centro
559,2,Lapa
560,2,Centro
560,2,Lapa
561,2,Centro
561,2,Lapa
562,2,Centro
562,2,Lapa
563,2,Centro
563,2,Lapa
564,2,Centro
564,2,Lapa
565,2,Centro
565,2,Lapa
566,2,Centro
566,2,Lapa
567,2,Centro
567,2,Lapa
568,2,Centro
568,2,Lapa
569,2,Centro
569,2,Lapa
575,2,Centro
575,2,Lapa
576,2,Centro
576,2,Lapa
577,2,Centro
577,2,Lapa
578,2,Centro
578,2,Lapa
579,2,Centro
579,2,Lapa
580,2,Centro
580,2,Lapa
581,2,Centro
581,2,Lapa
582,2,Centro
582,2,Lapa
583,2,Centro
583,2,Lapa
584,2,Centro
584,2,Lapa
585,2,Centro
585,2,Lapa
586,2,Centro
586,2,Lapa
587,2,Centro
587,2,Lapa
594,2,Centro
594,2,Lapa
595,2,Centro
595,2,Lapa
600,2,Centro
600,2,Lapa
601,2,Centro
601,2,Lapa
602,2,Centro
602,2,Lapa
603,2,Centro
603,2,Lapa
604,2,Centro
604,2,Lapa
605,2,Centro
605,2,Lapa
606,2,Centro
606,2,Lapa
607,2,Centro
607,2,Lapa
608,2,Centro
608,2,Lapa
609,2,Centro
609,2,Lapa
610,2,Centro
610,2,Lapa
611,2,Centro
611,2,Lapa
612,2,Centro
612,2,Lapa
613,2,Centro
613,2,Lapa
614,2,Centro
614,2,Lapa
615,2,Centro
615,2,Lapa
616,2,Centro
616,2,Lapa
617,2,Centro
617,2,Lapa
618,2,Centro
618,2,Lapa
619,2,Centro
619,2,Lapa
620,2,Centro
620,2,Lapa
621,2,Centro
621,2,Lapa
622,2,Centro
622,2,Lapa
623,2,Centro
623,2,Lapa
624,2,Centro
624,2,Lapa
625,2,Centro
625,2,Lapa
626,2,Centro
626,2,Lapa
627,2,Centro
627,2,Lapa
628,2,Centro
628,2,Lapa
629,2,Centro
629,2,Lapa
630,2,Centro
630,2,Lapa
631,2,Centro
631,2,Lapa
632,2,Centro
632,2,Lapa
633,2,Centro
633,2,Lapa
634,2,Centro
634,2,Lapa
635,2,Centro
635,2,Lapa
636,2,Centro
636,2,Lapa
637,2,Centro
637,2,Lapa
638,2,Centro
638,2,Lapa
639,2,Centro
639,2,Lapa
640,2,Centro
640,2,Lapa
641,2,Centro
641,2,Lapa
642,2,Centro
642,2,Lapa
643,2,Centro
643,2,Lapa
644,2,Centro
644,2,Lapa
645,2,Centro
645,2,Lapa
646,2,Centro
646,2,Lapa
647,2,Centro
647,2,Lapa
648,2,Centro
648,2,Lapa
649,2,Centro
649,2,Lapa
650,2,Centro
650,2,Lapa
651,2,Centro
651,2,Lapa
652,2,Centro
652,2,Lapa
653,2,Centro
653,2,Lapa
654,2,Centro
654,2,Lapa
655,2,Centro
655,2,Lapa
656,2,Centro
656,2,Lapa
657,2,Centro
657,2,Lapa
658,2,Centro
658,2,Lapa
659,2,Centro
659,2,Lapa
660,2,Centro
660,2,Lapa
661,2,Centro
661,2,Lapa
662,2,Centro
662,2,Lapa
663,2,Centro
663,2,Lapa
664,2,Centro
664,2,Lapa
665,2,Centro
665,2,Lapa
666,2,Centro
666,2,Lapa
667,2,Centro
667,2,Lapa
668,2,Centro
668,2,Lapa
669,2,Centro
669,2,Lapa
670,2,Centro
670,2,Lapa
671,2,Centro
671,2,Lapa
672,2,Centro
672,2,Lapa
673,2,Centro
673,2,Lapa
679,2,Centro
679,2,Lapa
680,2,Centro
680,2,Lapa
681,2,Centro
681,2,Lapa
682,2,Centro
682,2,Lapa
683,2,Centro
683,2,Lapa
684,2,Centro
684,2,Lapa
685,2,Centro
685,2,Lapa
686,2,Centro
686,2,Lapa
687,2,Centro
687,2,Lapa
688,2,Centro
688,2,Lapa
689,2,Centro
689,2,Lapa
698,2,Centro
698,2,Lapa
699,2,Centro
699,2,Lapa
701,2,Centro
701,2,Lapa
702,2,Centro
702,2,Lapa
703,2,Centro
703,2,Lapa
704,2,Centro
704,2,Lapa
705,2,Centro
705,2,Lapa
706,2,Centro
706,2,Lapa
707,2,Centro
707,2,Lapa
708,2,Centro
708,2,Lapa
710,2,Centro
710,2,Lapa
711,2,Centro
711,2,Lapa
712,2,Centro
712,2,Lapa
713,2,Centro
713,2,Lapa
714,2,Centro
714,2,Lapa
715,2,Centro
715,2,Lapa
716,2,Centro
716,2,Lapa
717,2,Centro
717,2,Lapa
718,2,Centro
718,2,Lapa
719,2,Centro
719,2,Lapa
720,2,Centro
720,2,Lapa
721,2,Centro
721,2,Lapa
722,2,Centro
722,2,Lapa
726,2,Centro
726,2,Lapa
727,2,Centro
727,2,Lapa
728,2,Centro
728,2,Lapa
729,2,Centro
729,2,Lapa
730,2,Centro
730,2,Lapa
731,2,Centro
731,2,Lapa
732,2,Centro
732,2,Lapa
733,2,Centro
733,2,Lapa
734,2,Centro
734,2,Lapa
735,2,Centro
735,2,Lapa
736,2,Centro
736,2,Lapa
737,2,Centro
737,2,Lapa
738,2,Centro
738,2,Lapa
739,2,Centro
739,2,Lapa
740,2,Centro
740,2,Lapa
741,2,Centro
741,2,Lapa
742,2,Centro
742,2,Lapa
743,2,Centro
743,2,Lapa
744,2,Centro
744,2,Lapa
745,2,Centro
745,2,Lapa
746,2,Centro
746,2,Lapa
747,2,Centro
747,2,Lapa
748,2,Centro
748,2,Lapa
749,2,Centro
749,2,Lapa
750,2,Centro
750,2,Lapa
751,2,Centro
751,2,Lapa
753,2,Centro
753,2,Lapa
754,2,Centro
754,2,Lapa
755,2,Centro
755,2,Lapa
756,2,Centro
756,2,Lapa
757,2,Centro
757,2,Lapa
758,2,Centro
758,2,Lapa
759,2,Centro
759,2,Lapa
760,2,Centro
760,2,Lapa
761,2,Centro
761,2,Lapa
762,2,Centro
762,2,Lapa
763,2,Centro
763,2,Lapa
764,2,Centro
764,2,Lapa
769,2,Centro
769,2,Lapa
779,2,Centro
779,2,Lapa
780,2,Centro
780,2,Lapa
781,2,Centro
781,2,Lapa
782,2,Centro
782,2,Lapa
794,2,Centro
794,2,Lapa
795,2,Centro
795,2,Lapa
796,2,Centro
796,2,Lapa
797,2,Centro
797,2,Lapa
798,2,Centro
798,2,Lapa
799,2,Centro
799,2,Lapa
800,2,Centro
800,2,Lapa
801,2,Centro
801,2,Lapa
802,2,Centro
802,2,Lapa
803,2,Centro
803,2,Lapa
804,2,Centro
804,2,Lapa
805,2,Centro
805,2,Lapa
806,2,Centro
806,2,Lapa
807,2,Centro
807,2,Lapa
808,2,Centro
808,2,Lapa
809,2,Centro
809,2,Lapa
810,2,Centro
810,2,Lapa
811,2,Centro
811,2,Lapa
812,2,Centro
812,2,Lapa
813,2,Centro
813,2,Lapa
814,2,Centro
814,2,Lapa
815,2,Centro
815,2,Lapa
816,2,Centro
816,2,Lapa
817,2,Centro
817,2,Lapa
818,2,Centro
818,2,Lapa
819,2,Centro
819,2,Lapa
820,2,Centro
820,2,Lapa
821,2,Centro
821,2,Lapa
822,2,Centro
822,2,Lapa
823,2,Centro
823,2,Lapa
824,2,Centro
824,2,Lapa
825,2,Centro
825,2,Lapa
826,2,Centro
826,2,Lapa
827,2,Centro
827,2,Lapa
828,2,Centro
828,2,Lapa
829,2,Centro
829,2,Lapa
830,2,Centro
830,2,Lapa
831,2,Centro
831,2,Lapa
832,2,Centro
832,2,Lapa
833,2,Centro
833,2,Lapa
834,2,Centro
834,2,Lapa
835,2,Centro
835,2,Lapa
836,2,Centro
836,2,Lapa
838,2,Centro
838,2,Lapa
839,2,Centro
839,2,Lapa
840,2,Centro
840,2,Lapa
841,2,Centro
841,2,Lapa
842,2,Centro
842,2,Lapa
857,2,Centro
857,2,Lapa
858,2,Centro
858,2,Lapa
859,2,Centro
859,2,Lapa
860,2,Centro
860,2,Lapa
861,2,Centro
861,2,Lapa
862,2,Centro
862,2,Lapa
863,2,Centro
863,2,Lapa
864,2,Centro
864,2,Lapa
865,2,Centro
865,2,Lapa
866,2,Centro
866,2,Lapa
867,2,Centro
867,2,Lapa
868,2,Centro
868,2,Lapa
869,2,Centro
869,2,Lapa
870,2,Centro
870,2,Lapa
871,2,Centro
871,2,Lapa
872,2,Centro
872,2,Lapa
873,2,Centro
873,2,Lapa
874,2,Centro
874,2,Lapa
875,2,Centro
875,2,Lapa
876,2,Centro
876,2,Lapa
877,2,Centro
877,2,Lapa
878,2,Centro
878,2,Lapa
879,2,Centro
879,2,Lapa
880,2,Centro
880,2,Lapa
881,2,Centro
881,2,Lapa
882,2,Centro
882,2,Lapa
883,2,Centro
883,2,Lapa
885,2,Centro
885,2,Lapa
894,2,Centro
894,2,Lapa
895,2,Centro
895,2,Lapa
896,2,Centro
896,2,Lapa
904,2,Centro
904,2,Lapa
905,2,Centro
905,2,Lapa
906,2,Centro
906,2,Lapa
907,2,Centro
907,2,Lapa
908,2,Centro
908,2,Lapa
909,2,Centro
909,2,Lapa
913,2,Centro
913,2,Lapa
915,2,Centro
915,2,Lapa
917,2,Centro
917,2,Lapa
918,2,Centro
918,2,Lapa
919,2,Centro
919,2,Lapa
920,2,Centro
920,2,Lapa
921,2,Centro
921,2,Lapa
922,2,Centro
922,2,Lapa
923,2,Centro
923,2,Lapa
925,2,Centro
925,2,Lapa
926,2,Centro
926,2,Lapa
927,2,Centro
927,2,Lapa
928,2,Centro
928,2,Lapa
929,2,Centro
929,2,Lapa
930,2,Centro
930,2,Lapa
931,2,Centro
931,2,Lapa
932,2,Centro
932,2,Lapa
933,2,Centro
933,2,Lapa
934,2,Centro
934,2,Lapa
935,2,Centro
935,2,Lapa
936,2,Centro
936,2,Lapa
937,2,Centro
937,2,Lapa
938,2,Centro
938,2,Lapa
939,2,Centro
939,2,Lapa
940,2,Centro
940,2,Lapa
941,2,Centro
941,2,Lapa
942,2,Centro
942,2,Lapa
951,2,Centro
951,2,Lapa
952,2,Centro
952,2,Lapa
953,2,Centro
953,2,Lapa
954,2,Centro
954,2,Lapa
955,2,Centro
955,2,Lapa
956,2,Centro
956,2,Lapa
957,2,Centro
957,2,Lapa
958,2,Centro
958,2,Lapa
959,2,Centro
959,2,Lapa
960,2,Centro
960,2,Lapa
961,2,Centro
961,2,Lapa
962,2,Centro
962,2,Lapa
963,2,Centro
963,2,Lapa
964,2,Centro
964,2,Lapa
965,2,Centro
965,2,Lapa
966,2,Centro
966,2,Lapa
967,2,Centro
967,2,Lapa
968,2,Centro
968,2,Lapa
969,2,Centro
969,2,Lapa
970,2,Centro
970,2,Lapa
971,2,Centro
971,2,Lapa
972,2,Centro
972,2,Lapa
973,2,Centro
973,2,Lapa
974,2,Centro
974,2,Lapa
975,2,Centro
975,2,Lapa
976,2,Centro
976,2,Lapa
977,2,Centro
977,2,Lapa
979,2,Centro
979,2,Lapa
980,2,Centro
980,2,Lapa
981,2,Centro
981,2,Lapa
982,2,Centro
982,2,Lapa
983,2,Centro
983,2,Lapa
984,2,Centro
984,2,Lapa
985,2,Centro
985,2,Lapa
989,2,Centro
989,2,Lapa
990,2,Centro
990,2,Lapa
991,2,Centro
991,2,Lapa
992,2,Centro
992,2,Lapa
993,2,Centro
993,2,Lapa
994,2,Centro
994,2,Lapa
995,2,Centro
995,2,Lapa
996,2,Centro
996,2,Lapa
998,2,Centro
998,2,Lapa
999,2,Centro
999,2,Lapa
1000,2,Centro
1000,2,Lapa
1001,2,Centro
1001,2,Lapa
1002,2,Centro
1002,2,Lapa
1003,2,Centro
1003,2,Lapa
1004,2,Centro
1004,2,Lapa
1005,2,Centro
1005,2,Lapa
1006,2,Centro
1006,2,Lapa
1008,2,Centro
1008,2,Lapa
1009,2,Centro
1009,2,Lapa
1010,2,Centro
1010,2,Lapa
1011,2,Centro
1011,2,Lapa
1012,2,Centro
1012,2,Lapa
1013,2,Centro
1013,2,Lapa
1014,2,Centro
1014,2,Lapa
1015,2,Centro
1015,2,Lapa
1016,2,Centro
1016,2,Lapa
1017,2,Centro
1017,2,Lapa
1018,2,Centro
1018,2,Lapa
1022,2,Centro
1022,2,Lapa
1023,2,Centro
1023,2,Lapa
1024,2,Centro
1024,2,Lapa
1025,2,Centro
1025,2,Lapa
1026,2,Centro
1026,2,Lapa
1027,2,Centro
1027,2,Lapa
1028,2,Centro
1028,2,Lapa
1029,2,Centro
1029,2,Lapa
1030,2,Centro
1030,2,Lapa
1031,2,Centro
1031,2,Lapa
1032,2,Centro
1032,2,Lapa
1033,2,Centro
1033,2,Lapa
1034,2,Centro
1034,2,Lapa
1035,2,Centro
1035,2,Lapa
1036,2,Centro
1036,2,Lapa
1037,2,Centro
1037,2,Lapa
1038,2,Centro
1038,2,Lapa
1039,2,Centro
1039,2,Lapa
1041,2,Centro
1041,2,Lapa
1042,2,Centro
1042,2,Lapa
1043,2,Centro
1043,2,Lapa
1044,2,Centro
1044,2,Lapa
1045,2,Centro
1045,2,Lapa
1046,2,Centro
1046,2,Lapa
1047,2,Centro
1047,2,Lapa
1048,2,Centro
1048,2,Lapa
1049,2,Centro
1049,2,Lapa
1050,2,Centro
1050,2,Lapa
1051,2,Centro
1051,2,Lapa
1052,2,Centro
1052,2,Lapa
1053,2,Centro
1053,2,Lapa
1054,2,Centro
1054,2,Lapa
1055,2,Centro
1055,2,Lapa
1056,2,Centro
1056,2,Lapa
1057,2,Centro
1057,2,Lapa
1058,2,Centro
1058,2,Lapa
1059,2,Centro
1059,2,Lapa
1060,2,Centro
1060,2,Lapa
1061,2,Centro
1061,2,Lapa
1062,2,Centro
1062,2,Lapa
1064,2,Centro
1064,2,Lapa
1065,2,Centro
1065,2,Lapa
1067,2,Centro
1067,2,Lapa
1068,2,Centro
1068,2,Lapa
1069,2,Centro
1069,2,Lapa
1070,2,Centro
1070,2,Lapa
1071,2,Centro
1071,2,Lapa
1072,2,Centro
1072,2,Lapa
1073,2,Centro
1073,2,Lapa
1074,2,Centro
1074,2,Lapa
1075,2,Centro
1075,2,Lapa
1079,2,Centro
1079,2,Lapa
1080,2,Centro
1080,2,Lapa
1081,2,Centro
1081,2,Lapa
1082,2,Centro
1082,2,Lapa
1083,2,Centro
1083,2,Lapa
1084,2,Centro
1084,2,Lapa
1085,2,Centro
1085,2,Lapa
1086,2,Centro
1086,2,Lapa
1087,2,Centro
1087,2,Lapa
1092,2,Centro
1092,2,Lapa
1093,2,Centro
1093,2,Lapa
1094,2,Centro
1094,2,Lapa
1095,2,Centro
1095,2,Lapa
1096,2,Centro
1096,2,Lapa
1097,2,Centro
1097,2,Lapa
1098,2,Centro
1098,2,Lapa
1099,2,Centro
1099,2,Lapa
1100,2,Centro
1100,2,Lapa
1101,2,Centro
1101,2,Lapa
1102,2,Centro
1102,2,Lapa
1103,2,Centro
1103,2,Lapa
1104,2,Centro
1104,2,Lapa
1105,2,Centro
1105,2,Lapa
1107,2,Centro
1107,2,Lapa
1108,2,Centro
1108,2,Lapa
1109,2,Centro
1109,2,Lapa
1110,2,Centro
1110,2,Lapa
1111,2,Centro
1111,2,Lapa
1115,2,Centro
1115,2,Lapa
1116,2,Centro
1116,2,Lapa
1117,2,Centro
1117,2,Lapa
1118,2,Centro
1118,2,Lapa
1119,2,Centro
1119,2,Lapa
1120,2,Centro
1120,2,Lapa
1121,2,Centro
1121,2,Lapa
1123,2,Centro
1123,2,Lapa
1124,2,Centro
1124,2,Lapa
1125,2,Centro
1125,2,Lapa
1126,2,Centro
1126,2,Lapa
1127,2,Centro
1127,2,Lapa
1130,2,Centro
1130,2,Lapa
1131,2,Centro
1131,2,Lapa
1132,2,Centro
1132,2,Lapa
1133,2,Centro
1133,2,Lapa
1134,2,Centro
1134,2,Lapa
1135,2,Centro
1135,2,Lapa
1136,2,Centro
1136,2,Lapa
1137,2,Centro
1137,2,Lapa
1138,2,Centro
1138,2,Lapa
1139,2,Centro
1139,2,Lapa
1140,2,Centro
1140,2,Lapa
1143,2,Centro
1143,2,Lapa
1144,2,Centro
1144,2,Lapa
1145,2,Centro
1145,2,Lapa
1146,2,Centro
1146,2,Lapa
1147,2,Centro
1147,2,Lapa
1148,2,Centro
1148,2,Lapa
1149,2,Centro
1149,2,Lapa
1150,2,Centro
1150,2,Lapa
1151,2,Centro
1151,2,Lapa
1152,2,Centro
1152,2,Lapa
1153,2,Centro
1153,2,Lapa
1154,2,Centro
1154,2,Lapa
1155,2,Centro
1155,2,Lapa
1156,2,Centro
1156,2,Lapa
1157,2,Centro
1157,2,Lapa
1158,2,Centro
1158,2,Lapa
1159,2,Centro
1159,2,Lapa
1160,2,Centro
1160,2,Lapa
1161,2,Centro
1161,2,Lapa
1162,2,Centro
1162,2,Lapa
1163,2,Centro
1163,2,Lapa
1168,2,Centro
1168,2,Lapa
1169,2,Centro
1169,2,Lapa
1170,2,Centro
1170,2,Lapa
1171,2,Centro
1171,2,Lapa
1172,2,Centro
1172,2,Lapa
1173,2,Centro
1173,2,Lapa
1174,2,Centro
1174,2,Lapa
1175,2,Centro
1175,2,Lapa
1176,2,Centro
1176,2,Lapa
1177,2,Centro
1177,2,Lapa
1178,2,Centro
1178,2,Lapa
1179,2,Centro
1179,2,Lapa
1180,2,Centro
1180,2,Lapa
1181,2,Centro
1181,2,Lapa
1182,2,Centro
1182,2,Lapa
1183,2,Centro
1183,2,Lapa
1184,2,Centro
1184,2,Lapa
1185,2,Centro
1185,2,Lapa
1186,2,Centro
1186,2,Lapa
1187,2,Centro
1187,2,Lapa
1188,2,Centro
1188,2,Lapa
1189,2,Centro
1189,2,Lapa
1200,2,Centro
1200,2,Lapa
1205,2,Centro
1205,2,Lapa
1206,2,Centro
1206,2,Lapa
1207,2,Centro
1207,2,Lapa
1208,2,Centro
1208,2,Lapa
1209,2,Centro
1209,2,Lapa
1210,2,Centro
1210,2,Lapa
1211,2,Centro
1211,2,Lapa
1213,2,Centro
1213,2,Lapa
1214,2,Centro
1214,2,Lapa
1215,2,Centro
1215,2,Lapa
1216,2,Centro
1216,2,Lapa
1217,2,Centro
1217,2,Lapa
1218,2,Centro
1218,2,Lapa
1219,2,Centro
1219,2,Lapa
1220,2,Centro
1220,2,Lapa
1222,2,Centro
1222,2,Lapa
1223,2,Centro
1223,2,Lapa
1224,2,Centro
1224,2,Lapa
1225,2,Centro
1225,2,Lapa
1226,2,Centro
1226,2,Lapa
1227,2,Centro
1227,2,Lapa
1228,2,Centro
1228,2,Lapa
1229,2,Centro
1229,2,Lapa
1230,2,Centro
1230,2,Lapa
1231,2,Centro
1231,2,Lapa
1232,2,Centro
1232,2,Lapa
1233,2,Centro
1233,2,Lapa
1234,2,Centro
1234,2,Lapa
1235,2,Centro
1235,2,Lapa
1236,2,Centro
1236,2,Lapa
1237,2,Centro
1237,2,Lapa
1238,2,Centro
1238,2,Lapa
1239,2,Centro
1239,2,Lapa
1240,2,Centro
1240,2,Lapa
1242,2,Centro
1242,2,Lapa
1243,2,Centro
1243,2,Lapa
1244,2,Centro
1244,2,Lapa
1245,2,Centro
1245,2,Lapa
1246,2,Centro
1246,2,Lapa
1247,2,Centro
1247,2,Lapa
1248,2,Centro
1248,2,Lapa
1249,2,Centro
1249,2,Lapa
1250,2,Centro
1250,2,Lapa
1251,2,Centro
1251,2,Lapa
1252,2,Centro
1252,2,Lapa
1253,2,Centro
1253,2,Lapa
1254,2,Centro
1254,2,Lapa
1255,2,Centro
1255,2,Lapa
1256,2,Centro
1256,2,Lapa
1257,2,Centro
1257,2,Lapa
1358,2,Centro
1358,2,Lapa
1359,2,Centro
1359,2,Lapa
1360,2,Centro
1360,2,Lapa
1361,2,Centro
1361,2,Lapa
1362,2,Centro
1362,2,Lapa
1620,2,Centro
1620,2,Lapa
1621,2,Centro
1621,2,Lapa
1622,2,Centro
1622,2,Lapa
2449,2,Centro
2449,2,Lapa
2450,2,Centro
2450,2,Lapa
2451,2,Centro
2451,2,Lapa
2453,2,Centro
2453,2,Lapa
2454,2,Centro
2454,2,Lapa
2455,2,Centro
2455,2,Lapa
2456,2,Centro
2456,2,Lapa
2457,2,Centro
2457,2,Lapa
2458,2,Centro
2458,2,Lapa
2459,2,Centro
2459,2,Lapa
2460,2,Centro
2460,2,Lapa
2461,2,Centro
2461,2,Lapa
2462,2,Centro
2462,2,Lapa
2463,2,Centro
2463,2,Lapa
2464,2,Centro
2464,2,Lapa
2465,2,Centro
2465,2,Lapa
2478,2,Centro
2478,2,Lapa
2479,2,Centro
2479,2,Lapa
2480,2,Centro
2480,2,Lapa
2481,2,Centro
2481,2,Lapa
2482,2,Centro
2482,2,Lapa
2483,2,Centro
2483,2,Lapa
2484,2,Centro
2484,2,Lapa
2485,2,Centro
2485,2,Lapa
2486,2,Centro
2486,2,Lapa
2487,2,Centro
2487,2,Lapa
2488,2,Centro
2488,2,Lapa
2489,2,Centro
2489,2,Lapa
2490,2,Centro
2490,2,Lapa
2491,2,Centro
2491,2,Lapa
2492,2,Centro
2492,2,Lapa
2495,2,Centro
2495,2,Lapa
2496,2,Centro
2496,2,Lapa
2497,2,Centro
2497,2,Lapa
2498,2,Centro
2498,2,Lapa
2499,2,Centro
2499,2,Lapa
2500,2,Centro
2500,2,Lapa
2501,2,Centro
2501,2,Lapa
2502,2,Centro
2502,2,Lapa
2503,2,Centro
2503,2,Lapa
2504,2,Centro
2504,2,Lapa
2505,2,Centro
2505,2,Lapa
2506,2,Centro
2506,2,Lapa
2507,2,Centro
2507,2,Lapa
2515,2,Centro
2515,2,Lapa
2521,2,Centro
2521,2,Lapa
2522,2,Centro
2522,2,Lapa
2523,2,Centro
2523,2,Lapa
2524,2,Centro
2524,2,Lapa
2525,2,Centro
2525,2,Lapa
2526,2,Centro
2526,2,Lapa
2527,2,Centro
2527,2,Lapa
2528,2,Centro
2528,2,Lapa
2529,2,Centro
2529,2,Lapa
2530,2,Centro
2530,2,Lapa
2531,2,Centro
2531,2,Lapa
2532,2,Centro
2532,2,Lapa
2533,2,Centro
2533,2,Lapa
2534,2,Centro
2534,2,Lapa
2535,2,Centro
2535,2,Lapa
2536,2,Centro
2536,2,Lapa
2537,2,Centro
2537,2,Lapa
2538,2,Centro
2538,2,Lapa
2539,2,Centro
2539,2,Lapa
2540,2,Centro
2540,2,Lapa
2541,2,Centro
2541,2,Lapa
2542,2,Centro
2542,2,Lapa
2545,2,Centro
2545,2,Lapa
2546,2,Centro
2546,2,Lapa
2547,2,Centro
2547,2,Lapa
2548,2,Centro
2548,2,Lapa
2549,2,Centro
2549,2,Lapa
2550,2,Centro
2550,2,Lapa
2551,2,Centro
2551,2,Lapa
2552,2,Centro
2552,2,Lapa
2553,2,Centro
2553,2,Lapa
2554,2,Centro
2554,2,Lapa
2555,2,Centro
2555,2,Lapa
2556,2,Centro
2556,2,Lapa
2558,2,Centro
2558,2,Lapa
2559,2,Centro
2559,2,Lapa
2560,2,Centro
2560,2,Lapa
2561,2,Centro
2561,2,Lapa
2562,2,Centro
2562,2,Lapa
2563,2,Centro
2563,2,Lapa
2564,2,Centro
2564,2,Lapa
2565,2,Centro
2565,2,Lapa
2566,2,Centro
2566,2,Lapa
2567,2,Centro
2567,2,Lapa
2568,2,Centro
2568,2,Lapa
2569,2,Centro
2569,2,Lapa
2570,2,Centro
2570,2,Lapa
2571,2,Centro
2571,2,Lapa
2572,2,Centro
2572,2,Lapa
2573,2,Centro
2573,2,Lapa
2574,2,Centro
2574,2,Lapa
2575,2,Centro
2575,2,Lapa
2577,2,Centro
2577,2,Lapa
2578,2,Centro
2578,2,Lapa
2579,2,Centro
2579,2,Lapa
2580,2,Centro
2580,2,Lapa
2581,2,Centro
2581,2,Lapa
2582,2,Centro
2582,2,Lapa
2583,2,Centro
2583,2,Lapa
2584,2,Centro
2584,2,Lapa
2585,2,Centro
2585,2,Lapa
2586,2,Centro
2586,2,Lapa
2587,2,Centro
2587,2,Lapa
2588,2,Centro
2588,2,Lapa
2589,2,Centro
2589,2,Lapa
2590,2,Centro
2590,2,Lapa
2591,2,Centro
2591,2,Lapa
2592,2,Centro
2592,2,Lapa
2593,2,Centro
2593,2,Lapa
2594,2,Centro
2594,2,Lapa
2595,2,Centro
2595,2,Lapa
2596,2,Centro
2596,2,Lapa
2597,2,Centro
2597,2,Lapa
2598,2,Centro
2598,2,Lapa
2599,2,Centro
2599,2,Lapa
2600,2,Centro
2600,2,Lapa
2601,2,Centro
2601,2,Lapa
2602,2,Centro
2602,2,Lapa
2603,2,Centro
2603,2,Lapa
2604,2,Centro
2604,2,Lapa
2605,2,Centro
2605,2,Lapa
2606,2,Centro
2606,2,Lapa
2607,2,Centro
2607,2,Lapa
2608,2,Centro
2608,2,Lapa
2609,2,Centro
2609,2,Lapa
2610,2,Centro
2610,2,Lapa
2611,2,Centro
2611,2,Lapa
2612,2,Centro
2612,2,Lapa
2613,2,Centro
2613,2,Lapa
2614,2,Centro
2614,2,Lapa
2615,2,Centro
2615,2,Lapa
2616,2,Centro
2616,2,Lapa
2617,2,Centro
2617,2,Lapa
2618,2,Centro
2618,2,Lapa
2619,2,Centro
2619,2,Lapa
2620,2,Centro
2620,2,Lapa
2621,2,Centro
2621,2,Lapa
2622,2,Centro
2622,2,Lapa
2623,2,Centro
2623,2,Lapa
2624,2,Centro
2624,2,Lapa
2625,2,Centro
2625,2,Lapa
